alert_id,customer_id,customer_segment,customer_tenure_years,country,counterparty_country,txn_amount,txn_type,counterparty,alert_reason,prior_alerts_90d,is_true_positive
AL008662,C77861,retail,7,FR,GB,39847.9,ach,CP3707,dormant_reactivation,1,0
AL008663,C45829,business,14,AE,US,712.87,ach,CP6541,pep_match,0,1
AL008664,C45878,business,3,ZA,AU,8150.37,wire,CP2259,structuring,0,0
AL008665,C18537,retail,16,GB,TR,16079.42,ach,CP6755,dormant_reactivation,2,0
AL008666,C55795,retail,5,SG,AU,8022.05,wire,CP8468,structuring,0,0
AL008667,C18272,retail,2,AU,FR,100000.0,card,CP9536,round_amount,0,0
AL008668,C23152,retail,4,FR,CA,10000.0,ach,CP7074,round_amount,3,0
AL008669,C76420,retail,4,CA,FR,50000.0,ach,CP8707,round_amount,3,0
AL008670,C72033,retail,12,DE,JP,176040.96,ach,CP1472,sanctions_match,5,0
AL008671,C54244,retail,5,GB,GB,15679.5,wire,CP6853,high_risk_geo,8,0
AL008672,C12520,retail,10,CA,SG,14507.14,ach,CP9310,high_risk_geo,0,0
AL008673,C46392,retail,21,SG,KP,4136.27,ach,CP5825,velocity,2,0
AL008674,C70636,retail,10,GB,CA,9392.04,card,CP3974,structuring,0,0
AL008675,C76397,retail,25,FR,TR,50000.0,ach,CP1326,round_amount,2,0
AL008676,C75322,retail,14,AE,FR,35535.4,wire,CP6189,dormant_reactivation,1,0
AL008677,C18998,business,4,US,AE,648.12,card,CP5694,dormant_reactivation,0,0
AL008678,C71790,retail,8,FR,GB,3482.03,cash,CP1377,dormant_reactivation,2,0
AL008679,C25162,business,2,KP,JP,9671.54,ach,CP7509,structuring,0,0
AL008680,C27957,retail,22,NG,DE,83919.94,card,CP7825,sanctions_match,0,0
AL008681,C47485,retail,19,FR,US,9530.78,ach,CP5256,structuring,0,0
AL008682,C21658,retail,17,JP,AU,76496.76,ach,CP5890,sanctions_match,1,0
AL008683,C57765,business,18,US,DE,231900.68,ach,CP9932,sanctions_match,0,0
AL008684,C27556,retail,4,GB,SG,22660.66,wire,CP7135,pep_match,0,1
AL008685,C37195,retail,21,GB,JP,5429.71,ach,CP9483,high_risk_geo,0,0
AL008686,C43196,business,18,DE,US,50000.0,card,CP9844,round_amount,2,0
AL008687,C63243,retail,6,FR,GB,9032.53,wire,CP4507,structuring,0,0
AL008688,C15564,business,6,JP,JP,21381.95,ach,CP7594,high_risk_geo,0,0
AL008689,C33222,private,23,DE,VE,29691.98,card,CP5969,sanctions_match,0,1
AL008690,C76578,private,6,MM,KP,8752.63,ach,CP9276,structuring,2,1
AL008691,C50075,retail,6,DE,US,1345.11,card,CP8969,velocity,0,0
AL008692,C44234,retail,3,AU,GB,20645.38,ach,CP9295,high_risk_geo,3,0
AL008693,C38161,retail,5,FR,FR,916.42,card,CP9727,velocity,0,0
AL008694,C53082,retail,5,SG,US,8708.66,wire,CP1610,structuring,3,0
AL008695,C83040,retail,8,CA,FR,3860.37,ach,CP3737,velocity,0,0
AL008696,C17989,private,11,US,AU,8180.8,wire,CP2641,structuring,0,1
AL008697,C14176,private,18,US,MX,201988.75,ach,CP3770,high_risk_geo,0,0
AL008698,C92784,business,23,SG,GB,1313.46,wire,CP3779,velocity,0,0
AL008699,C98197,retail,21,AU,JP,8217.5,cash,CP1920,structuring,0,0
AL008700,C67080,retail,25,JP,GB,28983.53,wire,CP8483,pep_match,0,0
AL008701,C28475,retail,8,GB,TR,6792.39,ach,CP1817,high_risk_geo,0,0
AL008702,C70181,retail,13,US,JP,119233.03,wire,CP6744,sanctions_match,0,0
AL008703,C68343,retail,22,US,DE,8007.16,ach,CP4989,structuring,0,0
AL008704,C25104,retail,12,AU,TR,100000.0,wire,CP1966,round_amount,3,0
AL008705,C96949,retail,23,JP,SY,12670.9,wire,CP6742,pep_match,2,0
AL008706,C23966,retail,12,NG,DE,50000.0,card,CP9121,round_amount,8,0
AL008707,C44428,retail,25,CA,JP,49074.67,ach,CP1727,pep_match,0,0
AL008708,C93192,retail,16,US,TR,9341.86,cash,CP4533,structuring,3,0
AL008709,C22843,retail,14,MM,CA,784.38,ach,CP8503,velocity,3,0
AL008710,C17073,business,8,FR,AU,3129.67,cash,CP3340,velocity,0,0
AL008711,C72694,retail,0,DE,GB,231315.78,wire,CP5556,sanctions_match,0,0
AL008712,C69132,business,18,FR,SG,3639.6,wire,CP2818,velocity,0,0
AL008713,C38977,retail,23,US,FR,209941.26,card,CP6027,sanctions_match,0,0
AL008714,C72008,retail,16,US,JP,15623.17,card,CP3314,high_risk_geo,0,0
AL008715,C99616,retail,17,AU,MX,19716.84,ach,CP1429,pep_match,2,0
AL008716,C44364,retail,23,CA,GB,50000.0,wire,CP5964,round_amount,0,0
AL008717,C98096,retail,1,TR,JP,71302.83,ach,CP7010,sanctions_match,0,0
AL008718,C85052,retail,16,CA,US,66129.1,wire,CP8823,sanctions_match,1,1
AL008719,C41440,retail,1,US,GB,62240.21,cash,CP5133,sanctions_match,0,0
AL008720,C85273,private,21,GB,AE,9423.32,wire,CP8881,structuring,0,1
AL008721,C18383,business,7,SG,US,17031.1,card,CP6200,dormant_reactivation,0,0
AL008722,C15901,retail,1,FR,BR,20039.36,ach,CP9602,high_risk_geo,0,0
AL008723,C64004,retail,6,RU,US,8695.98,ach,CP2474,structuring,0,0
AL008724,C91923,retail,19,JP,AU,41741.06,wire,CP9094,pep_match,0,0
AL008725,C65527,retail,9,US,US,22110.41,card,CP9649,high_risk_geo,0,0
AL008726,C31521,retail,21,CA,GB,100000.0,cash,CP5135,round_amount,0,0
AL008727,C20529,retail,7,SG,GB,7809.08,card,CP5442,pep_match,0,0
AL008728,C41398,retail,10,SG,SG,218153.75,cash,CP1311,sanctions_match,1,0
AL008729,C75953,private,11,NG,SY,82847.11,cash,CP2323,high_risk_geo,0,0
AL008730,C58282,retail,3,GB,DE,25000.0,card,CP7341,round_amount,0,1
AL008731,C66112,retail,20,GB,FR,7857.32,card,CP1911,structuring,0,1
AL008732,C35692,retail,4,SG,GB,5000.0,wire,CP5293,round_amount,0,0
AL008733,C29561,business,8,GB,US,2364.65,ach,CP3593,velocity,1,0
AL008734,C76506,retail,18,AU,AU,100000.0,wire,CP5642,round_amount,0,0
AL008735,C26240,retail,4,CA,JP,37800.6,cash,CP8296,dormant_reactivation,0,0
AL008736,C88815,retail,6,FR,CA,15815.33,ach,CP2972,high_risk_geo,0,0
AL008737,C82108,retail,2,FR,AE,100000.0,ach,CP7509,round_amount,0,0
AL008738,C24481,retail,21,NG,BR,50000.0,ach,CP8530,round_amount,1,0
AL008739,C70480,private,17,SG,JP,207411.9,wire,CP4804,high_risk_geo,2,0
AL008740,C44764,retail,14,FR,FR,5000.0,ach,CP1407,round_amount,0,0
AL008741,C54236,retail,14,ZA,ZA,11241.34,ach,CP5518,high_risk_geo,0,1
AL008742,C83930,retail,22,CA,FR,47417.51,card,CP4130,dormant_reactivation,0,0
AL008743,C89435,retail,10,AU,GB,31993.0,ach,CP3930,pep_match,2,0
AL008744,C26167,retail,22,AU,GB,44162.36,ach,CP2224,pep_match,2,0
AL008745,C36231,retail,5,DE,CA,8562.82,ach,CP3394,structuring,3,0
AL008746,C43100,retail,9,CA,AU,43916.26,wire,CP4458,dormant_reactivation,0,0
AL008747,C82205,retail,24,GB,AU,199072.93,card,CP7644,sanctions_match,0,0
AL008748,C12010,retail,16,JP,SG,25000.0,ach,CP3912,round_amount,0,0
AL008749,C56056,retail,25,US,DE,8233.62,wire,CP7024,structuring,1,1
AL008750,C79865,retail,1,US,US,6687.05,ach,CP5529,high_risk_geo,0,0
AL008751,C50860,business,25,RU,FR,17476.05,ach,CP9945,pep_match,1,0
AL008752,C19595,retail,22,CA,JP,5822.23,ach,CP4120,high_risk_geo,0,0
AL008753,C93362,retail,16,GB,AU,100.19,wire,CP1846,velocity,8,0
AL008754,C20447,retail,8,ZA,GB,506.71,ach,CP4094,velocity,0,0
AL008755,C96124,business,5,AU,AU,18071.37,ach,CP9118,high_risk_geo,2,0
AL008756,C92254,business,12,DE,FR,9355.61,ach,CP2992,high_risk_geo,0,0
AL008757,C34591,retail,14,SG,AE,7421.76,card,CP3804,high_risk_geo,0,0
AL008758,C25565,retail,6,AU,BR,10000.0,wire,CP8915,round_amount,0,0
AL008759,C55993,business,4,AU,FR,50000.0,card,CP3950,round_amount,0,0
AL008760,C10544,retail,18,GB,JP,155299.67,ach,CP6408,sanctions_match,0,0
AL008761,C92393,retail,19,SG,SG,38350.24,ach,CP6852,pep_match,0,0
AL008762,C22144,private,10,MX,FR,15782.83,ach,CP1245,pep_match,1,0
AL008763,C90659,retail,0,CA,MX,9525.3,ach,CP7770,structuring,0,0
AL008764,C85366,retail,4,CA,CA,5000.0,card,CP8171,round_amount,0,0
AL008765,C71290,private,11,JP,GB,5000.0,cash,CP2328,round_amount,0,0
AL008766,C91793,private,18,BR,JP,147952.45,ach,CP7884,sanctions_match,0,0
AL008767,C43104,retail,16,CA,CA,39550.57,ach,CP7486,dormant_reactivation,0,0
AL008768,C78376,retail,0,ZA,DE,25000.0,card,CP3843,round_amount,0,0
AL008769,C76203,retail,23,SG,GB,9673.97,wire,CP8046,dormant_reactivation,0,0
AL008770,C14604,retail,23,GB,ZA,5000.0,cash,CP7586,round_amount,5,0
AL008771,C24312,business,24,CA,FR,100000.0,card,CP3930,round_amount,0,0
AL008772,C83524,private,16,RU,ZA,40952.36,ach,CP2696,dormant_reactivation,3,0
AL008773,C77963,retail,14,CA,US,100000.0,wire,CP6714,round_amount,0,0
AL008774,C48467,retail,21,CA,JP,249535.35,card,CP3111,sanctions_match,0,0
AL008775,C10980,business,2,US,CA,13729.92,card,CP4702,sanctions_match,5,0
AL008776,C47447,retail,6,GB,SG,6220.09,ach,CP1931,pep_match,0,1
AL008777,C32713,retail,18,SG,BR,13646.91,cash,CP4986,high_risk_geo,1,0
AL008778,C30191,business,10,SG,US,2296.15,ach,CP1071,velocity,0,0
AL008779,C64220,retail,24,TR,FR,100000.0,cash,CP5125,round_amount,0,0
AL008780,C98867,retail,2,FR,DE,9409.23,ach,CP3250,structuring,3,0
AL008781,C93907,retail,8,BR,FR,5193.84,wire,CP5649,dormant_reactivation,0,0
AL008782,C14252,retail,12,NG,MX,2512.99,cash,CP5302,velocity,1,0
AL008783,C52606,retail,12,DE,FR,1756.2,ach,CP8522,velocity,0,0
AL008784,C23938,retail,24,SG,US,16355.58,ach,CP4072,high_risk_geo,0,0
AL008785,C40320,retail,17,CA,DE,28509.45,card,CP3797,pep_match,3,0
AL008786,C89888,private,8,FR,VE,25000.0,ach,CP5838,round_amount,3,0
AL008787,C16923,business,7,AU,FR,8526.41,ach,CP8289,structuring,1,0
AL008788,C28249,retail,10,SY,SG,37820.21,ach,CP1762,pep_match,2,1
AL008789,C70091,retail,4,ZA,GB,23505.0,card,CP2651,high_risk_geo,1,0
AL008790,C47389,retail,17,AU,AU,100000.0,card,CP6822,round_amount,0,0
AL008791,C62236,retail,6,FR,TR,2888.14,ach,CP9885,pep_match,0,0
AL008792,C38973,private,18,GB,SG,88335.72,wire,CP7652,high_risk_geo,0,0
AL008793,C64725,retail,0,CA,JP,9589.51,ach,CP6830,structuring,0,0
AL008794,C72974,retail,9,MX,US,148156.64,wire,CP1139,sanctions_match,1,0
AL008795,C24563,retail,8,AE,FR,83906.11,ach,CP5624,sanctions_match,1,1
AL008796,C63319,business,22,ZA,SG,161020.05,card,CP1570,sanctions_match,0,1
AL008797,C69814,retail,3,TR,AU,9359.03,wire,CP2271,structuring,1,1
AL008798,C53493,private,17,TR,AU,1448.33,card,CP3256,dormant_reactivation,0,0
AL008799,C46361,retail,11,VE,AE,2547.6,card,CP2366,velocity,0,0
AL008800,C38309,retail,14,SG,AU,9355.77,wire,CP3994,structuring,3,0
AL008801,C59555,retail,13,CA,US,5000.0,wire,CP4038,round_amount,0,0
AL008802,C59860,retail,14,CA,KP,14879.28,card,CP3289,sanctions_match,0,0
AL008803,C81092,retail,14,FR,BR,21164.54,ach,CP7885,high_risk_geo,5,0
AL008804,C69439,business,4,GB,AU,9592.3,wire,CP9331,structuring,2,0
AL008805,C66477,retail,12,CA,JP,10000.0,wire,CP7025,round_amount,1,0
AL008806,C60491,retail,14,AU,AU,31509.52,ach,CP5300,pep_match,2,0
AL008807,C26953,business,20,FR,CA,44700.18,ach,CP8512,sanctions_match,0,0
AL008808,C89004,retail,16,SG,DE,22705.21,ach,CP3363,high_risk_geo,0,0
AL008809,C27023,private,16,BR,BR,175176.22,card,CP4656,sanctions_match,0,1
AL008810,C15612,retail,5,MX,FR,29265.95,ach,CP7309,pep_match,1,0
AL008811,C51680,retail,24,TR,MX,10000.0,ach,CP4635,round_amount,1,0
AL008812,C83694,retail,2,AU,JP,635.92,wire,CP5692,velocity,0,0
AL008813,C65617,business,14,FR,US,9011.36,card,CP2603,pep_match,3,0
AL008814,C18339,retail,5,GB,JP,8160.46,ach,CP4070,structuring,0,0
AL008815,C27425,retail,21,US,SG,25000.0,ach,CP3583,round_amount,3,0
AL008816,C29220,retail,22,FR,DE,135301.06,ach,CP2280,sanctions_match,0,1
AL008817,C23303,retail,11,DE,JP,39242.34,ach,CP1013,dormant_reactivation,2,1
AL008818,C71725,retail,25,FR,DE,8123.85,ach,CP8908,structuring,0,0
AL008819,C81515,business,18,SG,SG,133600.04,wire,CP6736,sanctions_match,1,0
AL008820,C32895,business,3,MX,AU,22802.6,cash,CP1025,pep_match,0,0
AL008821,C66005,retail,13,MX,JP,4318.81,wire,CP9853,sanctions_match,1,0
AL008822,C93055,business,22,JP,CA,100000.0,cash,CP8611,round_amount,0,0
AL008823,C30277,retail,10,SG,CA,15394.29,ach,CP7448,dormant_reactivation,1,0
AL008824,C81744,retail,7,AE,ZA,8744.21,ach,CP1775,structuring,0,0
AL008825,C29673,private,17,AU,DE,8881.11,ach,CP8466,structuring,0,0
AL008826,C38009,retail,12,SG,AU,72832.83,card,CP5161,sanctions_match,1,1
AL008827,C36601,retail,13,SG,AU,9371.33,ach,CP2565,structuring,0,0
AL008828,C94350,business,15,DE,CA,26143.74,wire,CP7216,pep_match,0,0
AL008829,C99001,retail,14,JP,FR,46860.32,card,CP3394,pep_match,2,1
AL008830,C53690,retail,18,AU,FR,23071.89,ach,CP8922,dormant_reactivation,0,0
AL008831,C40641,retail,5,CA,GB,33779.13,cash,CP5107,pep_match,0,0
AL008832,C47303,business,25,AU,AU,38299.24,card,CP1185,dormant_reactivation,5,0
AL008833,C28025,retail,11,AE,FR,59190.3,wire,CP2801,sanctions_match,0,0
AL008834,C12099,retail,20,SG,FR,8219.36,wire,CP7432,structuring,0,1
AL008835,C19285,retail,5,DE,CA,8156.12,card,CP5566,structuring,0,0
AL008836,C58585,retail,4,SG,DE,9225.16,cash,CP4293,structuring,1,0
AL008837,C83101,retail,6,CA,CA,29518.39,wire,CP5488,pep_match,0,0
AL008838,C24874,retail,24,RU,CA,33185.59,wire,CP2816,dormant_reactivation,0,0
AL008839,C98613,retail,16,GB,NG,8241.87,wire,CP2983,structuring,0,0
AL008840,C56790,retail,24,CA,GB,23963.28,ach,CP1448,pep_match,0,1
AL008841,C38612,retail,4,AU,FR,2204.95,ach,CP9454,velocity,0,0
AL008842,C81523,retail,9,NG,MX,141490.66,wire,CP9295,sanctions_match,0,1
AL008843,C91438,private,14,AE,AE,30546.26,card,CP2249,dormant_reactivation,0,0
AL008844,C17445,private,8,ZA,DE,132816.8,wire,CP2140,high_risk_geo,1,1
AL008845,C17799,business,7,US,JP,45825.98,ach,CP7228,dormant_reactivation,2,0
AL008846,C96541,retail,10,CA,ZA,15029.16,ach,CP3610,high_risk_geo,0,0
AL008847,C49475,retail,12,GB,DE,9117.04,wire,CP8784,structuring,0,0
AL008848,C19870,retail,24,SG,SG,2310.59,wire,CP1162,velocity,1,0
AL008849,C49332,business,4,SG,SG,9985.95,cash,CP9883,structuring,0,0
AL008850,C55082,retail,1,US,AU,8870.84,ach,CP6740,high_risk_geo,0,1
AL008851,C49739,retail,20,JP,JP,10748.2,card,CP9365,pep_match,0,0
AL008852,C68073,retail,8,NG,AU,30969.86,ach,CP4027,dormant_reactivation,2,0
AL008853,C61720,retail,16,SG,GB,490.18,card,CP5122,pep_match,2,0
AL008854,C19382,retail,2,CA,FR,8755.42,wire,CP4901,structuring,0,0
AL008855,C47345,business,16,JP,CA,30724.11,wire,CP2214,pep_match,0,0
AL008856,C24189,retail,18,NG,TR,44107.23,cash,CP1713,pep_match,1,0
AL008857,C62707,retail,8,CA,SG,49379.84,ach,CP8841,pep_match,3,0
AL008858,C67916,retail,25,AU,US,2636.16,ach,CP5886,dormant_reactivation,0,0
AL008859,C30587,private,4,BR,MM,83294.22,ach,CP8072,sanctions_match,0,0
AL008860,C32941,private,3,AU,SY,8611.74,wire,CP6710,sanctions_match,3,0
AL008861,C59721,retail,10,KP,US,145039.12,ach,CP9021,sanctions_match,8,0
AL008862,C77203,retail,19,AU,CA,4922.85,ach,CP6029,velocity,0,0
AL008863,C74670,retail,15,FR,KP,17512.67,ach,CP6869,dormant_reactivation,0,0
AL008864,C60500,retail,0,RU,DE,150966.35,cash,CP6910,sanctions_match,1,1
AL008865,C52464,business,24,US,US,3375.38,ach,CP7841,velocity,3,0
AL008866,C12184,business,14,MX,TR,14056.14,wire,CP1502,high_risk_geo,0,0
AL008867,C66219,business,13,ZA,AU,9077.25,wire,CP5156,structuring,3,0
AL008868,C37184,retail,10,GB,GB,100000.0,ach,CP1640,round_amount,0,0
AL008869,C66884,retail,8,US,ZA,32342.85,wire,CP6206,pep_match,1,0
AL008870,C60274,retail,6,GB,US,9287.35,ach,CP7061,structuring,0,0
AL008871,C38968,private,10,US,US,37477.76,ach,CP3233,dormant_reactivation,0,0
AL008872,C51249,retail,18,AU,SG,4248.87,card,CP7494,velocity,0,0
AL008873,C44150,private,7,AU,MX,90613.91,ach,CP9444,sanctions_match,1,0
AL008874,C63192,private,9,JP,JP,8917.92,wire,CP8962,structuring,0,0
AL008875,C29733,retail,19,JP,SG,189093.16,ach,CP8025,sanctions_match,0,0
AL008876,C60526,retail,1,JP,GB,42212.19,card,CP8017,pep_match,0,0
AL008877,C35395,retail,25,GB,AU,100000.0,card,CP1798,round_amount,0,0
AL008878,C30877,retail,12,BR,AE,5000.0,wire,CP3458,round_amount,0,0
AL008879,C79913,retail,4,DE,GB,34034.02,card,CP4342,dormant_reactivation,3,0
AL008880,C43542,retail,18,DE,AU,206820.0,wire,CP9282,sanctions_match,2,1
AL008881,C59818,retail,5,FR,NG,10389.68,cash,CP7319,dormant_reactivation,2,0
AL008882,C54155,retail,24,JP,CA,8124.79,card,CP9066,structuring,0,0
AL008883,C96294,retail,17,DE,DE,8864.28,wire,CP2327,structuring,0,0
AL008884,C39177,private,21,TR,FR,26583.35,cash,CP2566,dormant_reactivation,1,0
AL008885,C33218,retail,3,AU,SG,50000.0,card,CP1501,round_amount,3,0
AL008886,C72579,retail,22,AU,AE,230674.74,cash,CP8527,sanctions_match,2,0
AL008887,C86040,business,20,JP,FR,2819.29,ach,CP7066,velocity,0,0
AL008888,C44062,retail,21,US,SG,5934.89,cash,CP7624,high_risk_geo,0,0
AL008889,C59145,retail,10,AU,ZA,12777.51,ach,CP7695,pep_match,0,0
AL008890,C35531,retail,15,AE,US,14866.3,ach,CP8543,high_risk_geo,1,0
AL008891,C80558,retail,12,DE,US,34714.41,ach,CP3028,dormant_reactivation,0,0
AL008892,C69575,retail,0,SG,AU,9392.97,ach,CP8148,structuring,1,1
AL008893,C64427,business,7,FR,CA,187672.49,card,CP7952,sanctions_match,2,0
AL008894,C99561,private,13,ZA,SG,9681.84,wire,CP4890,structuring,1,1
AL008895,C77328,retail,16,CA,AE,5934.01,card,CP6077,pep_match,0,0
AL008896,C25874,retail,1,BR,JP,8245.96,cash,CP3755,structuring,0,0
AL008897,C96580,retail,20,SG,AU,6811.4,ach,CP3988,high_risk_geo,0,0
AL008898,C82425,retail,6,AU,US,4895.3,card,CP1829,velocity,3,0
AL008899,C29414,retail,18,JP,US,18257.72,wire,CP6252,high_risk_geo,0,0
AL008900,C71514,retail,18,GB,DE,30452.53,ach,CP5317,dormant_reactivation,0,0
AL008901,C50692,business,5,MX,SG,4062.12,cash,CP2844,velocity,0,0
AL008902,C32557,business,3,JP,JP,41713.64,ach,CP9675,dormant_reactivation,3,0
AL008903,C48808,retail,1,JP,CA,1091.8,ach,CP7815,velocity,0,0
AL008904,C52686,private,19,SG,CA,213213.33,wire,CP2261,high_risk_geo,3,0
AL008905,C31237,business,11,GB,GB,9340.91,wire,CP8376,structuring,0,1
AL008906,C32790,private,14,SG,BR,41626.36,ach,CP9238,dormant_reactivation,0,0
AL008907,C54949,retail,10,AU,SG,3788.44,wire,CP5326,pep_match,0,0
AL008908,C96503,business,18,SG,SG,46309.65,ach,CP4763,sanctions_match,0,1
AL008909,C95187,business,23,AU,CA,45539.21,ach,CP8194,dormant_reactivation,0,0
AL008910,C28766,retail,13,AE,GB,45218.88,wire,CP8532,pep_match,0,0
AL008911,C79172,business,6,AU,CA,4511.21,ach,CP7170,velocity,2,0
AL008912,C59212,retail,22,FR,GB,397.08,wire,CP5560,velocity,0,0
AL008913,C44848,retail,23,CA,CA,21070.03,wire,CP6224,high_risk_geo,0,1
AL008914,C64327,retail,13,CA,SG,9883.07,ach,CP2788,structuring,3,1
AL008915,C23322,retail,8,FR,GB,7828.14,card,CP1518,structuring,0,0
AL008916,C73330,retail,12,JP,GB,8787.42,card,CP2129,structuring,0,0
AL008917,C22146,business,15,GB,CA,33824.89,ach,CP7315,dormant_reactivation,3,0
AL008918,C73989,business,20,AE,CA,203514.84,wire,CP1022,sanctions_match,1,0
AL008919,C29712,retail,25,CA,SY,2450.96,cash,CP2110,velocity,0,0
AL008920,C14521,private,2,ZA,JP,100000.0,ach,CP5227,round_amount,0,0
AL008921,C41871,retail,21,SG,CA,24017.91,wire,CP9226,pep_match,0,0
AL008922,C54173,private,14,AE,AU,23340.18,wire,CP5116,dormant_reactivation,0,0
AL008923,C30548,retail,25,US,US,85456.44,card,CP3989,sanctions_match,8,1
AL008924,C17551,retail,22,SG,SG,25166.94,ach,CP9707,pep_match,1,0
AL008925,C23341,business,0,FR,JP,9002.52,ach,CP6106,structuring,0,0
AL008926,C39224,retail,6,AU,JP,100000.0,card,CP5422,round_amount,2,0
AL008927,C30933,retail,13,DE,IR,180.29,card,CP6346,velocity,0,0
AL008928,C37431,retail,18,CA,US,1094.72,ach,CP7772,velocity,0,0
AL008929,C21413,retail,21,MX,SG,24480.12,card,CP8923,pep_match,0,0
AL008930,C15038,business,5,MM,MX,9977.49,ach,CP5931,structuring,1,1
AL008931,C61292,private,24,VE,GB,3638.4,wire,CP5172,velocity,1,0
AL008932,C92564,retail,15,FR,SG,42687.55,wire,CP1589,sanctions_match,0,0
AL008933,C68885,business,6,GB,AU,115775.07,ach,CP5114,sanctions_match,2,0
AL008934,C32707,retail,3,JP,GB,11454.68,ach,CP1814,high_risk_geo,0,0
AL008935,C42518,retail,17,JP,US,49649.23,ach,CP7252,dormant_reactivation,1,0
AL008936,C29854,retail,4,CA,AU,106325.66,ach,CP8769,sanctions_match,0,0
AL008937,C77766,retail,10,CA,ZA,2105.34,card,CP6591,pep_match,1,0
AL008938,C12101,private,3,US,IR,139078.55,ach,CP9142,sanctions_match,0,0
AL008939,C76175,retail,19,BR,US,245203.17,wire,CP5934,sanctions_match,0,0
AL008940,C37434,retail,17,FR,DE,142081.91,ach,CP4258,sanctions_match,2,0
AL008941,C38725,retail,22,GB,CA,166927.78,cash,CP6930,sanctions_match,0,0
AL008942,C61257,retail,23,CA,CA,7875.44,wire,CP5959,structuring,0,0
AL008943,C29550,retail,8,JP,JP,10000.0,ach,CP9436,round_amount,0,0
AL008944,C86459,private,25,AE,NG,38778.58,wire,CP6143,pep_match,2,0
AL008945,C92043,retail,10,DE,DE,9345.84,ach,CP9387,structuring,1,1
AL008946,C56934,business,6,AE,SY,7808.66,wire,CP5891,structuring,1,0
AL008947,C10138,retail,4,CA,CA,2298.69,cash,CP1528,velocity,0,0
AL008948,C45698,retail,14,US,DE,50000.0,wire,CP2100,round_amount,0,0
AL008949,C66746,business,18,DE,ZA,9072.71,ach,CP3073,structuring,0,0
AL008950,C12389,retail,8,MX,GB,7884.1,wire,CP3481,structuring,0,0
AL008951,C75659,retail,19,DE,GB,34999.61,card,CP1454,pep_match,0,0
AL008952,C28081,business,15,FR,DE,5000.0,ach,CP1494,round_amount,1,0
AL008953,C75198,retail,24,FR,DE,5000.0,wire,CP6564,round_amount,3,0
AL008954,C44460,retail,11,CA,GB,8066.67,ach,CP7002,high_risk_geo,0,0
AL008955,C73559,business,19,CA,AU,25000.0,card,CP1805,round_amount,3,0
AL008956,C31654,retail,7,FR,ZA,3088.67,ach,CP4775,velocity,0,0
AL008957,C95477,retail,11,US,FR,2405.28,ach,CP8552,velocity,0,0
AL008958,C81488,business,5,US,ZA,8554.02,ach,CP5020,structuring,1,0
AL008959,C38560,retail,22,GB,TR,29820.8,ach,CP6817,dormant_reactivation,2,0
AL008960,C95799,private,14,JP,SG,407.13,cash,CP3056,velocity,0,0
AL008961,C74536,retail,24,MX,US,10000.0,card,CP6673,round_amount,2,0
AL008962,C93243,retail,7,NG,GB,5991.51,ach,CP5215,high_risk_geo,1,0
AL008963,C41547,business,12,JP,SG,100000.0,card,CP1998,round_amount,2,0
AL008964,C43648,retail,5,DE,GB,7979.53,ach,CP2368,structuring,8,0
AL008965,C10226,retail,18,CA,AU,30330.32,wire,CP2713,sanctions_match,0,0
AL008966,C27657,retail,14,US,DE,65527.27,ach,CP4343,sanctions_match,1,0
AL008967,C79090,private,1,GB,US,62838.65,wire,CP1772,high_risk_geo,0,0
AL008968,C94759,retail,20,IR,FR,8293.08,card,CP5773,high_risk_geo,1,0
AL008969,C94737,retail,0,JP,NG,8769.95,card,CP2581,structuring,0,1
AL008970,C36399,retail,12,GB,SG,3484.22,ach,CP6415,dormant_reactivation,0,0
AL008971,C13032,retail,24,AE,GB,239.6,ach,CP4067,velocity,3,0
AL008972,C29779,private,4,IR,MM,4901.79,wire,CP5526,velocity,0,0
AL008973,C48493,retail,6,JP,ZA,46287.83,ach,CP6580,sanctions_match,1,0
AL008974,C88795,retail,23,DE,VE,23911.34,card,CP8864,high_risk_geo,0,0
AL008975,C81730,private,10,NG,FR,1204.97,ach,CP3816,velocity,0,0
AL008976,C13154,retail,2,CA,GB,34195.23,ach,CP4053,pep_match,0,0
AL008977,C12051,retail,20,AE,DE,87464.09,wire,CP7536,sanctions_match,2,0
AL008978,C47341,retail,1,GB,CA,15158.41,ach,CP1325,dormant_reactivation,0,0
AL008979,C43708,business,5,US,DE,44760.13,ach,CP6714,pep_match,0,0
AL008980,C46866,business,0,SG,CA,42357.52,wire,CP8199,dormant_reactivation,0,0
AL008981,C78848,retail,20,DE,DE,43264.59,wire,CP8764,pep_match,0,0
AL008982,C86750,business,5,AE,JP,218831.15,card,CP1202,sanctions_match,0,0
AL008983,C72401,business,12,CA,CA,200598.39,card,CP9328,sanctions_match,0,0
AL008984,C64156,retail,18,US,US,30282.94,card,CP9213,pep_match,0,0
AL008985,C44672,retail,13,GB,FR,7630.51,ach,CP4389,high_risk_geo,0,0
AL008986,C81663,private,1,MX,MM,30242.7,ach,CP2145,dormant_reactivation,3,0
AL008987,C63515,business,19,US,BR,1523.25,wire,CP7716,velocity,0,0
AL008988,C75032,retail,15,JP,FR,11342.66,card,CP8861,dormant_reactivation,2,0
AL008989,C83596,retail,13,US,CA,9315.01,wire,CP2089,dormant_reactivation,0,0
AL008990,C78194,retail,14,SG,VE,10000.0,ach,CP5601,round_amount,2,0
